STATEFP10,ZCTA5CE10,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,PARTFLG10,WKT
"55","53965","5553965","B5","G6350","S","438395910","12495529","+43.6714224","-089.7481343","N","POLYGON ((-89.81558 43.570684, -89.812799 43.571375, -89.811227 43.576037, -89.806776 43.578621, -89.80409 43.579513, -89.800348 43.579648, -89.799421 43.583621, -89.795088 43.584102, -89.792149 43.586505, -89.787597 43.588738, -89.786277 43.586969, -89.78404 43.586626, -89.781829 43.584531, -89.779927 43.584973, -89.780111 43.590057, -89.776811 43.589846, -89.777693 43.586221, -89.774298 43.585213, -89.773358 43.589571, -89.768494 43.589599, -89.76847 43.598071, -89.766202 43.599805, -89.76313 43.600923, -89.760485 43.598786, -89.758487 43.596186, -89.756024 43.598545, -89.753387 43.599573, -89.751299 43.598343, -89.749196 43.599182, -89.748194 43.597724, -89.74606 43.597657, -89.738734 43.595688, -89.738795 43.598065, -89.72987 43.598613, -89.722768 43.599856, -89.718415 43.598544, -89.717335 43.596895, -89.720035 43.591707, -89.723476 43.587957, -89.732959 43.580977, -89.734682 43.577466, -89.734031 43.574705, -89.732238 43.571826, -89.730547 43.570437, -89.727788 43.569478, -89.715508 43.567988, -89.707216 43.566759, -89.702931 43.56684, -89.698865 43.566128, -89.694135 43.565949, -89.688103 43.566417, -89.673239 43.56942, -89.665738 43.569169, -89.662346 43.56857, -89.659529 43.567414, -89.659545 43.568962, -89.655661 43.567297, -89.64921 43.566481, -89.644551 43.566801, -89.640414 43.564779, -89.633979 43.563843, -89.633362 43.564974, -89.628681 43.565674, -89.624614 43.567325, -89.620329 43.56848, -89.611053 43.567562, -89.605971 43.565949, -89.604556 43.566273, -89.60461 43.569033, -89.599464 43.569067, -89.599972 43.573477, -89.629528 43.579319, -89.629342 43.584677, -89.628643 43.586054, -89.623978 43.589164, -89.617774 43.591349, -89.599669 43.598107, -89.59697 43.599637, -89.596799 43.602985, -89.596748 43.617335, -89.599717 43.619546, -89.599566 43.635412, -89.600142 43.639974, -89.599985 43.642596, -89.622316 43.642529, -89.626079 43.646927, -89.627989 43.649824, -89.636042 43.649955, -89.634406 43.653741, -89.634502 43.660338, -89.63605 43.660576, -89.640326 43.665062, -89.643671 43.669735, -89.640464 43.671592, -89.63393 43.671476, -89.620094 43.671569, -89.615621 43.673412, -89.613997 43.676147, -89.609322 43.676181, -89.607548 43.677158, -89.607672 43.68121, -89.613662 43.681056, -89.614275 43.68256, -89.617289 43.685579, -89.621824 43.684799, -89.624545 43.686011, -89.633164 43.686033, -89.635318 43.687442, -89.636029 43.690137, -89.639557 43.691371, -89.639669 43.705842, -89.639426 43.710875, -89.639906 43.712066, -89.645742 43.716366, -89.649737 43.720391, -89.654467 43.724133, -89.657104 43.727904, -89.656861 43.73083, -89.653998 43.730923, -89.624854 43.730758, -89.62417 43.730973, -89.624206 43.736153, -89.629329 43.737862, -89.634162 43.738034, -89.640144 43.740195, -89.635834 43.742911, -89.639043 43.745677, -89.64349 43.745475, -89.645047 43.744076, -89.648195 43.746194, -89.650104 43.746124, -89.650066 43.748834, -89.684765 43.749045, -89.697239 43.749025, -89.699389 43.749471, -89.699858 43.756658, -89.69808 43.765769, -89.693633 43.774389, -89.717112 43.774469, -89.71705 43.783614, -89.720195 43.784497, -89.730791 43.784652, -89.732214 43.782844, -89.737526 43.782969, -89.737529 43.788104, -89.741333 43.789361, -89.75744 43.789359, -89.777462 43.78893, -89.77728 43.782086, -89.778403 43.779863, -89.777361 43.777862, -89.777434 43.774425, -89.797211 43.774597, -89.79726 43.781804, -89.802106 43.781832, -89.8022 43.78461, -89.805028 43.787703, -89.806456 43.790776, -89.806437 43.792737, -89.79721 43.792693, -89.797212 43.803507, -89.817042 43.803653, -89.816965 43.818486, -89.83325 43.818287, -89.837169 43.818476, -89.835565 43.820271, -89.827715 43.825573, -89.819993 43.83072, -89.817707 43.832815, -89.83633 43.832933, -89.839075 43.831197, -89.840623 43.829087, -89.847365 43.827165, -89.852408 43.827352, -89.857631 43.825747, -89.872725 43.825722, -89.872627 43.818501, -89.886542 43.81855, -89.888635 43.818383, -89.8924 43.815953, -89.892712 43.813988, -89.899486 43.817023, -89.901056 43.818402, -89.911225 43.818274, -89.913192 43.818251, -89.909959 43.815848, -89.904258 43.814625, -89.89924 43.810881, -89.898023 43.808985, -89.896467 43.804714, -89.891841 43.800154, -89.888756 43.797794, -89.887579 43.796051, -89.882308 43.791996, -89.877032 43.790375, -89.873912 43.788619, -89.871012 43.78611, -89.865478 43.783177, -89.864425 43.78107, -89.862253 43.779933, -89.858576 43.773538, -89.85669 43.771669, -89.852158 43.769473, -89.850577 43.767089, -89.849755 43.762889, -89.846505 43.759491, -89.844087 43.757692, -89.843693 43.756248, -89.843475 43.749975, -89.842087 43.736072, -89.839717 43.731871, -89.837334 43.724422, -89.833926 43.719493, -89.831013 43.716186, -89.830568 43.711654, -89.827566 43.707833, -89.826172 43.704877, -89.824233 43.698663, -89.819897 43.692021, -89.814114 43.685187, -89.810864 43.679296, -89.805259 43.675096, -89.800009 43.672245, -89.804089 43.672616, -89.805479 43.671583, -89.807582 43.672549, -89.808876 43.670231, -89.813934 43.673627, -89.825664 43.676992, -89.828691 43.678083, -89.832834 43.68122, -89.83662 43.680792, -89.825292 43.671195, -89.815797 43.664597, -89.813969 43.663019, -89.812369 43.660321, -89.814443 43.659064, -89.818597 43.659086, -89.818637 43.653442, -89.831995 43.663107, -89.844767 43.679098, -89.849129 43.679091, -89.853434 43.676454, -89.854624 43.676781, -89.859613 43.67498, -89.859256 43.670232, -89.858094 43.670228, -89.858035 43.663622, -89.859237 43.662406, -89.864123 43.661632, -89.867869 43.663617, -89.870734 43.662898, -89.877934 43.662989, -89.877721 43.649762, -89.882354 43.651276, -89.898404 43.657019, -89.904568 43.66176, -89.912552 43.661766, -89.912563 43.658808, -89.906615 43.65877, -89.906648 43.655486, -89.91235 43.65559, -89.912218 43.650941, -89.905652 43.651116, -89.905605 43.641091, -89.909364 43.641106, -89.90961 43.634157, -89.899423 43.634141, -89.89939 43.625456, -89.917839 43.625565, -89.917551 43.609722, -89.913019 43.607923, -89.910287 43.607664, -89.906509 43.603941, -89.903181 43.602327, -89.90705 43.598622, -89.908026 43.594399, -89.910312 43.592671, -89.912317 43.592138, -89.917322 43.592501, -89.917242 43.587236, -89.915559 43.587793, -89.903844 43.588179, -89.901658 43.586888, -89.897056 43.587184, -89.891009 43.580433, -89.889384 43.577548, -89.886564 43.576494, -89.884905 43.578737, -89.877118 43.583, -89.867126 43.583041, -89.867097 43.576383, -89.857204 43.576338, -89.854538 43.578023, -89.844581 43.578479, -89.844809 43.576142, -89.837104 43.576014, -89.837115 43.579679, -89.823311 43.579569, -89.823183 43.571572, -89.818156 43.571342, -89.81558 43.570684))"
"55","54943","5554943","B5","G6350","S","317698373","1717398","+44.1328138","-089.5904104","N","MULTIPOLYGON (((-89.44567 44.033083, -89.445827 44.03941, -89.447051 44.041184, -89.446526 44.045005, -89.457046 44.043341, -89.460784 44.039313, -89.461259 44.036466, -89.460021 44.033256, -89.44567 44.033083)), ((-89.42035 44.155852, -89.475759 44.155928, -89.522245 44.155805, -89.582735 44.156105, -89.582818 44.185119, -89.597368 44.185057, -89.597438 44.177786, -89.607549 44.177757, -89.607409 44.188581, -89.617513 44.188499, -89.617412 44.191174, -89.622544 44.191108, -89.622638 44.184866, -89.637796 44.184759, -89.650186 44.184856, -89.65316 44.181209, -89.658234 44.181211, -89.65749 44.213849, -89.67776 44.213826, -89.698282 44.213643, -89.698395 44.202969, -89.712026 44.202842, -89.737702 44.202896, -89.737641 44.170232, -89.737357 44.155674, -89.757478 44.155801, -89.777732 44.155491, -89.777522 44.140902, -89.778007 44.111952, -89.778146 44.098735, -89.773864 44.100236, -89.770892 44.099807, -89.767941 44.101217, -89.764609 44.104531, -89.766618 44.105946, -89.764265 44.108874, -89.762287 44.108496, -89.756434 44.111948, -89.757929 44.107975, -89.757937 44.099936, -89.754977 44.100317, -89.752893 44.102398, -89.749975 44.102777, -89.748847 44.101613, -89.743699 44.102875, -89.739334 44.101804, -89.736739 44.103194, -89.733188 44.103058, -89.730718 44.103932, -89.726811 44.10401, -89.724202 44.103465, -89.717666 44.103865, -89.717633 44.08624, -89.714233 44.087463, -89.711706 44.086523, -89.709946 44.087498, -89.70431 44.08745, -89.696884 44.08847, -89.688217 44.088473, -89.68296 44.087962, -89.672029 44.088903, -89.665507 44.088394, -89.663141 44.087364, -89.658088 44.087992, -89.657308 44.087385, -89.649826 44.089641, -89.643284 44.091056, -89.639926 44.092626, -89.639567 44.093707, -89.63265 44.09357, -89.62831 44.09232, -89.625434 44.092853, -89.6207 44.092122, -89.614262 44.092463, -89.610893 44.093353, -89.608449 44.092984, -89.603959 44.093502, -89.598461 44.095103, -89.598117 44.093922, -89.598044 44.083001, -89.582961 44.083006, -89.582932 44.068469, -89.540655 44.068417, -89.522253 44.068311, -89.522276 44.070287, -89.51295 44.070283, -89.511359 44.068446, -89.502254 44.068475, -89.502278 44.064939, -89.497319 44.061809, -89.486598 44.059013, -89.482154 44.058856, -89.476828 44.059647, -89.473364 44.058918, -89.469819 44.057341, -89.465946 44.054314, -89.463279 44.053832, -89.462686 44.049823, -89.457933 44.049155, -89.45562 44.049701, -89.454288 44.047526, -89.449599 44.047337, -89.446514 44.045619, -89.445583 44.041702, -89.441907 44.041631, -89.441354 44.040591, -89.436521 44.040218, -89.436353 44.048853, -89.414789 44.048719, -89.414704 44.054615, -89.405588 44.054561, -89.405486 44.068569, -89.416993 44.068595, -89.416882 44.070272, -89.418098 44.074861, -89.418089 44.079247, -89.416564 44.081319, -89.41245 44.080274, -89.403396 44.080506, -89.395548 44.082971, -89.390212 44.082956, -89.390537 44.086585, -89.395292 44.086892, -89.39505 44.106758, -89.405724 44.112094, -89.404013 44.113021, -89.403741 44.114683, -89.393537 44.114041, -89.385099 44.114209, -89.385152 44.133694, -89.392106 44.133745, -89.398918 44.133443, -89.410814 44.134059, -89.414477 44.133924, -89.416228 44.137389, -89.420209 44.137658, -89.42035 44.155852)))"
"55","54966","5554966","B5","G6350","S","207699645","816111","+44.2100191","-089.5048880","N","MULTIPOLYGON (((-89.548915 44.27173, -89.548999 44.277184, -89.555497 44.277124, -89.552677 44.274769, -89.551463 44.2727, -89.548915 44.27173)), ((-89.65749 44.213849, -89.658234 44.181211, -89.65316 44.181209, -89.650186 44.184856, -89.637796 44.184759, -89.622638 44.184866, -89.622544 44.191108, -89.617412 44.191174, -89.617513 44.188499, -89.607409 44.188581, -89.607549 44.177757, -89.597438 44.177786, -89.597368 44.185057, -89.582818 44.185119, -89.582735 44.156105, -89.522245 44.155805, -89.475759 44.155928, -89.42035 44.155852, -89.395126 44.15584, -89.395269 44.170415, -89.374454 44.170383, -89.376462 44.17389, -89.37848 44.177324, -89.378828 44.180634, -89.377371 44.182593, -89.378469 44.1884, -89.395364 44.18863, -89.395574 44.198233, -89.395444 44.214073, -89.405622 44.214024, -89.405606 44.234527, -89.406686 44.239914, -89.406728 44.2439, -89.434592 44.24396, -89.434522 44.247363, -89.447706 44.247357, -89.44771 44.251111, -89.45206 44.253412, -89.456149 44.254748, -89.466438 44.254803, -89.462822 44.268826, -89.462619 44.272971, -89.453301 44.272978, -89.447753 44.272204, -89.447781 44.287553, -89.457368 44.287551, -89.457143 44.305661, -89.487255 44.305541, -89.488317 44.306249, -89.488372 44.287462, -89.506103 44.287692, -89.508137 44.290008, -89.509391 44.28775, -89.523605 44.287686, -89.523941 44.26234, -89.525193 44.265041, -89.52817 44.266476, -89.531598 44.266096, -89.53789 44.267058, -89.54108 44.26887, -89.545232 44.269932, -89.548915 44.27173, -89.548618 44.255811, -89.54815 44.244923, -89.570797 44.24536, -89.586253 44.245236, -89.586852 44.245481, -89.59798 44.245725, -89.597398 44.215059, -89.59896 44.213916, -89.605399 44.213841, -89.617449 44.220262, -89.617214 44.213715, -89.637336 44.213603, -89.65749 44.213849)))"
"55","54546","5554546","B5","G6350","S","558090328","6314915","+46.2996722","-090.6947205","N","POLYGON ((-90.88352 46.114002, -90.881753 46.11347, -90.878939 46.114237, -90.8763 46.11373, -90.874155 46.112189, -90.873937 46.108882, -90.871182 46.107525, -90.870489 46.105334, -90.867356 46.105042, -90.86555 46.106241, -90.862722 46.106773, -90.860993 46.107974, -90.857236 46.108102, -90.852883 46.110576, -90.850441 46.110467, -90.846446 46.107377, -90.843953 46.107064, -90.83874 46.1117, -90.83096 46.11627, -90.82148 46.10998, -90.81884 46.10892, -90.79727 46.10853, -90.79011 46.11049, -90.78189 46.115611, -90.77918 46.11987, -90.77681 46.12211, -90.77482 46.1258, -90.76793 46.13105, -90.76603 46.13661, -90.758181 46.144119, -90.75734 46.14622, -90.753949 46.148874, -90.74773 46.15503, -90.72847 46.15518, -90.72765 46.15853, -90.72973 46.16058, -90.72811 46.16656, -90.725927 46.171373, -90.72299 46.17368, -90.72248 46.17561, -90.723 46.17816, -90.72088 46.18197, -90.718274 46.184526, -90.71494 46.185173, -90.705934 46.194203, -90.70478 46.19645, -90.72125 46.19834, -90.72978 46.20038, -90.73537 46.20683, -90.737647 46.208523, -90.734193 46.213776, -90.734377 46.215625, -90.737752 46.21805, -90.742258 46.219138, -90.743429 46.220628, -90.742416 46.221931, -90.744137 46.225178, -90.74563 46.225793, -90.750653 46.225028, -90.755762 46.225362, -90.761886 46.224627, -90.763999 46.22817, -90.770763 46.229904, -90.778699 46.233155, -90.779674 46.235343, -90.777991 46.238487, -90.774245 46.24034, -90.771317 46.24058, -90.768625 46.242152, -90.750213 46.24225, -90.739749 46.241747, -90.704202 46.241418, -90.704231 46.240251, -90.706963 46.239442, -90.708406 46.237797, -90.708266 46.232763, -90.705832 46.232642, -90.705631 46.230928, -90.7027 46.22923, -90.69931 46.2306, -90.69523 46.23062, -90.69505 46.2274, -90.69402 46.22712, -90.68485 46.22701, -90.68497 46.22415, -90.68408 46.22354, -90.67599 46.22351, -90.67465 46.22294, -90.67398 46.22004, -90.66077 46.22109, -90.658756 46.224675, -90.658033 46.228252, -90.659052 46.230523, -90.658193 46.231858, -90.651402 46.231616, -90.652471 46.234029, -90.650337 46.235865, -90.646644 46.236577, -90.644456 46.233391, -90.641167 46.232666, -90.637069 46.230534, -90.635225 46.227881, -90.631987 46.22749, -90.629367 46.226436, -90.626806 46.22634, -90.626185 46.22425, -90.62031 46.22398, -90.61831 46.22298, -90.61531 46.22287, -90.61212 46.2247, -90.60504 46.22757, -90.59937 46.2307, -90.58331 46.2371, -90.57763 46.24212, -90.57038 46.249, -90.56555 46.25543, -90.56326 46.25929, -90.55755 46.26169, -90.55196 46.262305, -90.550961 46.300886, -90.549542 46.312476, -90.54898 46.32932, -90.548833 46.356078, -90.548984 46.384871, -90.548573 46.470807, -90.553515 46.470741, -90.558084 46.473347, -90.579994 46.47544, -90.58424 46.474917, -90.599252 46.469194, -90.60026 46.47545, -90.59837 46.47883, -90.59965 46.4801, -90.61319 46.48066, -90.61485 46.48109, -90.62006 46.48444, -90.62367 46.48494, -90.62651 46.49201, -90.64896 46.48789, -90.65107 46.48774, -90.67888 46.4876, -90.69135 46.48958, -90.69367 46.48939, -90.6954 46.48776, -90.6953 46.48576, -90.69767 46.48382, -90.70076 46.48373, -90.70458 46.48579, -90.70779 46.48675, -90.7157 46.48684, -90.73669 46.48663, -90.737722 46.457582, -90.69585 46.45783, -90.695486 46.414334, -90.653634 46.414658, -90.649255 46.414529, -90.65127 46.412772, -90.650661 46.411273, -90.647699 46.410871, -90.646331 46.413122, -90.644491 46.413421, -90.640387 46.412793, -90.637549 46.413634, -90.634009 46.410941, -90.639453 46.409255, -90.637608 46.40703, -90.634748 46.40595, -90.631928 46.401487, -90.632842 46.400112, -90.635089 46.399517, -90.636117 46.397811, -90.639308 46.397479, -90.640472 46.3954, -90.636986 46.392374, -90.639687 46.391657, -90.640712 46.390203, -90.643798 46.392023, -90.646527 46.390679, -90.645568 46.38913, -90.642012 46.389167, -90.637027 46.38625, -90.639509 46.384566, -90.637924 46.382666, -90.640568 46.37766, -90.643762 46.378943, -90.643783 46.376915, -90.637466 46.375068, -90.640666 46.372322, -90.644744 46.372488, -90.647003 46.370191, -90.647998 46.367381, -90.650098 46.366202, -90.652729 46.367851, -90.657311 46.369701, -90.659558 46.371277, -90.661878 46.369623, -90.663437 46.370249, -90.670859 46.367739, -90.672102 46.364725, -90.6701 46.358777, -90.668619 46.356694, -90.66216 46.352525, -90.661833 46.350719, -90.662993 46.348136, -90.662805 46.343288, -90.65822 46.343076, -90.655193 46.339345, -90.654598 46.334834, -90.658378 46.334809, -90.6586 46.33708, -90.66398 46.34245, -90.66521 46.34723, -90.67186 46.35903, -90.67411 46.36132, -90.67403 46.35666, -90.68052 46.356604, -90.679999 46.354657, -90.681542 46.351664, -90.680036 46.349473, -90.680008 46.345846, -90.681342 46.345027, -90.68293 46.34217, -90.705385 46.342255, -90.706751 46.344973, -90.706335 46.34932, -90.709352 46.350524, -90.710944 46.352239, -90.711101 46.354402, -90.7133 46.356639, -90.73634 46.35669, -90.73636 46.35001, -90.73721 46.34944, -90.77744 46.34947, -90.77742 46.342, -90.7785 46.33812, -90.777011 46.334377, -90.77719 46.327184, -90.780988 46.326636, -90.79024 46.322859, -90.797752 46.320755, -90.798104 46.323492, -90.79801 46.33021, -90.796 46.333, -90.797953 46.334449, -90.797598 46.3492, -90.80898 46.34976, -90.8112 46.34922, -90.81919 46.3444, -90.821946 46.343662, -90.8319 46.33779, -90.83576 46.33783, -90.83887 46.33679, -90.84053 46.33488, -90.84048 46.33283, -90.845415 46.32815, -90.85011 46.32711, -90.8552 46.32534, -90.85993 46.32082, -90.86032 46.30791, -90.86052 46.3076, -90.88009 46.30445, -90.88659 46.30377, -90.88817 46.30214, -90.89322 46.30071, -90.88956 46.29819, -90.88698 46.29759, -90.882 46.29308, -90.881765 46.289541, -90.87772 46.28842, -90.87511 46.28625, -90.872359 46.281478, -90.871497 46.279157, -90.87215 46.27775, -90.870227 46.276347, -90.8701 46.27331, -90.86919 46.27066, -90.87185 46.2667, -90.87462 46.26397, -90.874036 46.262393, -90.86551 46.25785, -90.86134 46.25789, -90.860869 46.254828, -90.861372 46.252441, -90.864377 46.252474, -90.866507 46.250084, -90.863877 46.248981, -90.864777 46.246514, -90.862481 46.242844, -90.863972 46.241513, -90.861726 46.239905, -90.859181 46.236977, -90.856924 46.236314, -90.856652 46.23063, -90.860238 46.229455, -90.85836 46.22785, -90.8557 46.22729, -90.85215 46.22418, -90.84833 46.22302, -90.84786 46.22123, -90.84442 46.21831, -90.85134 46.21381, -90.85398 46.21101, -90.85537 46.20734, -90.85319 46.20328, -90.8545 46.200416, -90.85124 46.19742, -90.84924 46.19393, -90.85032 46.19152, -90.85295 46.18891, -90.85292 46.18737, -90.84846 46.18699, -90.84336 46.18986, -90.83973 46.19025, -90.82383 46.19586, -90.81819 46.19678, -90.80853 46.19695, -90.80456 46.19857, -90.80191 46.1987, -90.797 46.20052, -90.78639 46.20075, -90.78302 46.2, -90.77737 46.20004, -90.7788 46.19786, -90.779576 46.195091, -90.781639 46.195222, -90.787728 46.192046, -90.789449 46.189887, -90.792721 46.189037, -90.794674 46.187527, -90.79714 46.187422, -90.800709 46.185996, -90.806569 46.185578, -90.808833 46.186332, -90.812696 46.185983, -90.819565 46.183001, -90.824023 46.180674, -90.825243 46.177673, -90.824451 46.174418, -90.825931 46.173024, -90.831688 46.173232, -90.83226 46.170885, -90.834045 46.169632, -90.834313 46.167756, -90.836102 46.165738, -90.835316 46.16034, -90.839688 46.154515, -90.85015 46.15445, -90.86166 46.15222, -90.86496 46.1522, -90.86713 46.14669, -90.86968 46.14621, -90.87176 46.142887, -90.874833 46.140177, -90.87606 46.13652, -90.87968 46.13568, -90.886431 46.13608, -90.889234 46.135793, -90.89495 46.13416, -90.89041 46.12592, -90.88498 46.1185, -90.88352 46.114002))"
"55","54559","5554559","B5","G6350","S","355016441","4131506","+46.4952083","-090.4912294","N","POLYGON ((-90.341173 46.414459, -90.340541 46.437628, -90.340312 46.46557, -90.340308 46.47887, -90.33009 46.47878, -90.32957 46.48556, -90.32953 46.49318, -90.322199 46.493146, -90.323256 46.494753, -90.329491 46.495878, -90.32946 46.50257, -90.32991 46.52177, -90.332645 46.522059, -90.332516 46.524597, -90.32849 46.524745, -90.323539 46.527063, -90.323494 46.528416, -90.316654 46.532269, -90.314535 46.531817, -90.311321 46.533243, -90.310839 46.536289, -90.312994 46.539542, -90.31698 46.542225, -90.31777 46.54434, -90.319686 46.544938, -90.320663 46.546606, -90.326474 46.545963, -90.328058 46.54817, -90.327346 46.551125, -90.329467 46.550582, -90.33165 46.553084, -90.337046 46.554011, -90.338608 46.553185, -90.343533 46.552455, -90.34343 46.550639, -90.340265 46.550175, -90.340284 46.548238, -90.343595 46.54806, -90.345173 46.549338, -90.347227 46.548988, -90.347596 46.547132, -90.345643 46.546494, -90.347989 46.543915, -90.348405 46.541779, -90.350684 46.540325, -90.35785 46.538813, -90.359439 46.539161, -90.360685 46.54138, -90.362527 46.541208, -90.364736 46.539586, -90.367083 46.541163, -90.37609 46.538362, -90.37685 46.536175, -90.380451 46.536565, -90.383318 46.535602, -90.385955 46.533791, -90.390885 46.533501, -90.393262 46.532433, -90.395069 46.533768, -90.394886 46.535779, -90.396347 46.537527, -90.399588 46.544222, -90.401352 46.544008, -90.40598 46.548577, -90.408464 46.55506, -90.410669 46.555093, -90.413945 46.556524, -90.415476 46.562099, -90.415199 46.563113, -90.418392 46.566099, -90.416438 46.569069, -90.419641 46.568868, -90.438065 46.564447, -90.444149 46.565403, -90.470742 46.576395, -90.506027 46.593958, -90.519584 46.590971, -90.525668 46.59109, -90.538009 46.584997, -90.548185 46.587048, -90.549861 46.583593, -90.558112 46.586568, -90.564178 46.589253, -90.568621 46.586874, -90.573486 46.586297, -90.577317 46.584923, -90.579574 46.582791, -90.581013 46.583917, -90.588021 46.579564, -90.586693 46.578488, -90.588695 46.577038, -90.58983 46.574895, -90.585895 46.573319, -90.587393 46.571627, -90.585877 46.56954, -90.584396 46.565992, -90.581971 46.563153, -90.582557 46.560302, -90.584408 46.55991, -90.585701 46.556055, -90.583753 46.554567, -90.584458 46.552544, -90.59123 46.54652, -90.580138 46.540674, -90.585893 46.535883, -90.590143 46.535106, -90.602565 46.541468, -90.606463 46.544842, -90.632296 46.569512, -90.636059 46.57263, -90.655762 46.572905, -90.668726 46.570542, -90.66525 46.56643, -90.66546 46.55946, -90.66386 46.55893, -90.65393 46.5592, -90.63508 46.55922, -90.63398 46.55856, -90.63358 46.54393, -90.63358 46.53102, -90.63241 46.53012, -90.62627 46.53003, -90.62504 46.52914, -90.62326 46.52445, -90.623 46.5085, -90.62201 46.5048, -90.62189 46.49521, -90.62318 46.49287, -90.62651 46.49201, -90.62367 46.48494, -90.62006 46.48444, -90.61485 46.48109, -90.61319 46.48066, -90.59965 46.4801, -90.59837 46.47883, -90.60026 46.47545, -90.599252 46.469194, -90.58424 46.474917, -90.579994 46.47544, -90.558084 46.473347, -90.553515 46.470741, -90.548573 46.470807, -90.548984 46.384871, -90.548833 46.356078, -90.54898 46.32932, -90.54307 46.33014, -90.53872 46.33118, -90.523827 46.337907, -90.525198 46.340645, -90.527694 46.342237, -90.525649 46.344158, -90.526919 46.346111, -90.525085 46.348341, -90.526665 46.352121, -90.522943 46.353165, -90.516147 46.353027, -90.515894 46.354075, -90.51921 46.357278, -90.51933 46.359945, -90.517169 46.362925, -90.5148 46.368073, -90.513955 46.372232, -90.514681 46.379464, -90.509958 46.381518, -90.506986 46.381745, -90.508007 46.385128, -90.511832 46.389768, -90.511992 46.395823, -90.514201 46.39948, -90.516116 46.399618, -90.520672 46.401699, -90.525163 46.403253, -90.524237 46.405035, -90.525292 46.407206, -90.521691 46.40805, -90.523374 46.409787, -90.528494 46.411251, -90.528394 46.412874, -90.520762 46.412939, -90.511114 46.414045, -90.500181 46.414044, -90.498583 46.413754, -90.48934 46.41651, -90.4774 46.4179, -90.47309 46.41724, -90.46811 46.4148, -90.46476 46.41389, -90.45969 46.41412, -90.457613 46.413529, -90.449286 46.41387, -90.447525 46.416634, -90.448712 46.417862, -90.45523 46.41857, -90.459414 46.420222, -90.45491 46.42056, -90.44272 46.41779, -90.43936 46.41759, -90.43265 46.41797, -90.42136 46.42046, -90.41818 46.4218, -90.41544 46.4239, -90.4094 46.42651, -90.40559 46.42871, -90.40354 46.42876, -90.400278 46.427199, -90.394859 46.426923, -90.388088 46.42411, -90.387333 46.418923, -90.385516 46.419082, -90.387361 46.413604, -90.383212 46.41364, -90.361526 46.414228, -90.341173 46.414459))"
"55","54762","5554762","B5","G6350","S","127983014","180710","+45.2462026","-091.9931537","N","POLYGON ((-91.972888 45.28433, -91.972342 45.294653, -91.972562 45.309067, -91.988013 45.309293, -91.991495 45.310152, -91.991592 45.312437, -91.994504 45.315832, -91.993173 45.318209, -91.994434 45.321991, -91.995962 45.323702, -92.013218 45.323902, -92.013082 45.313757, -92.013865 45.312423, -92.013079 45.310195, -92.013091 45.295194, -92.033599 45.295145, -92.033416 45.284131, -92.033696 45.274396, -92.033823 45.256196, -92.036761 45.252734, -92.039265 45.251522, -92.044843 45.252413, -92.051053 45.252537, -92.052783 45.252204, -92.054373 45.249473, -92.059582 45.249506, -92.059642 45.245106, -92.064303 45.245025, -92.064338 45.238001, -92.074705 45.238176, -92.074519 45.223618, -92.084544 45.223916, -92.084452 45.209233, -92.07914 45.209153, -92.0792 45.2035, -92.084643 45.203461, -92.084898 45.196511, -92.08532 45.194177, -92.086205 45.191487, -92.091452 45.185344, -92.074817 45.18511, -92.064555 45.185441, -92.064593 45.178313, -92.054052 45.178587, -92.040824 45.178562, -92.039221 45.178153, -92.038638 45.174999, -92.034095 45.173432, -92.03407 45.185282, -92.033858 45.189898, -92.029911 45.19027, -92.028204 45.192392, -92.026562 45.193064, -92.010266 45.193381, -92.008273 45.192605, -92.006515 45.190248, -92.00268 45.194673, -91.999691 45.195125, -91.997305 45.196355, -91.996621 45.199864, -91.992784 45.20062, -91.991372 45.199464, -91.992231 45.197069, -91.987166 45.19926, -91.989218 45.201944, -91.992703 45.203097, -91.992385 45.204191, -91.995665 45.207247, -91.995855 45.208849, -91.977735 45.20875, -91.978043 45.215555, -91.976975 45.216205, -91.972959 45.221401, -91.966113 45.225948, -91.962391 45.229819, -91.95829 45.230056, -91.952095 45.232181, -91.940446 45.234506, -91.937734 45.234537, -91.932295 45.233698, -91.927431 45.232073, -91.921682 45.229158, -91.918911 45.228753, -91.911829 45.230058, -91.911853 45.233407, -91.907844 45.233016, -91.903411 45.2337, -91.897587 45.231801, -91.894254 45.232142, -91.891149 45.231524, -91.891177 45.23749, -91.896419 45.237448, -91.896138 45.245061, -91.890856 45.245146, -91.890662 45.265338, -91.901369 45.265396, -91.901292 45.273048, -91.896093 45.272996, -91.896106 45.27674, -91.890866 45.276722, -91.890494 45.29402, -91.911124 45.294196, -91.910946 45.301419, -91.934621 45.301504, -91.935547 45.299324, -91.941176 45.29611, -91.941799 45.293464, -91.948737 45.290173, -91.948962 45.286502, -91.949808 45.283616, -91.952613 45.281921, -91.952686 45.280679, -91.958651 45.280702, -91.959989 45.279407, -91.967537 45.274512, -91.96947 45.274026, -91.976136 45.273539, -91.974477 45.275554, -91.973123 45.278654, -91.972888 45.28433))"
